customer_id,signup_date,customer_segment,subscription_plan,monthly_value,contract_type,onboarding_completed,days_to_first_value,features_adopted,feature_adoption_rate,activation_trifecta,cs_touchpoints,days_since_login,support_tickets,months_as_customer,nps_score,payment_failures,referred_by_partner,churn_risk_score,churned
NC-07911,2023-12-04,Enterprise,Business,154.91,Annual,0,19,1,0.08,0,3,25,0,20,6,0,1,64.4,0
NC-07912,2024-02-05,Mid-Market,Business,134.62,Annual,1,4,9,0.75,0,2,6,1,11,7,0,0,29.8,0
NC-07913,2024-08-11,Mid-Market,Business,135.09,Monthly,1,2,7,0.58,1,1,5,0,3,8,1,0,27.6,0
NC-07914,2023-01-04,Small Business,Growth,71.44,Monthly,0,22,1,0.08,0,0,25,5,15,4,0,0,84.4,1
NC-07915,2024-06-11,Small Business,Starter,31.94,Monthly,1,4,5,0.42,0,0,6,1,17,7,0,0,42.7,0
NC-07916,2024-12-25,Small Business,Starter,29.94,Monthly,0,20,3,0.25,0,0,25,1,3,6,0,0,73.5,1
NC-07917,2024-05-17,Mid-Market,Business,154.71,Annual,0,10,1,0.08,1,1,39,3,2,3,0,0,69.2,1
NC-07918,2024-05-04,Small Business,Starter,33.79,Annual,1,7,8,0.67,0,0,3,2,14,7,0,0,38.2,1
NC-07919,2024-03-22,Small Business,Growth,84.81,Monthly,1,3,5,0.42,1,0,13,2,5,7,0,0,31.8,0
NC-07920,2024-02-18,Mid-Market,Growth,79.23,Annual,1,7,4,0.33,1,2,11,1,24,7,2,0,25.6,0
NC-07921,2023-03-13,Mid-Market,Business,169.37,Annual,1,6,8,0.67,1,1,10,1,4,7,0,1,19.6,0
NC-07922,2024-07-07,Mid-Market,Growth,79.13,Monthly,1,2,7,0.58,1,0,5,2,12,6,0,0,24.6,0
NC-07923,2023-08-20,Small Business,Starter,26.12,Annual,0,18,1,0.08,0,0,35,0,7,8,0,0,81.6,1
NC-07924,2023-01-04,Small Business,Growth,89.85,Monthly,0,24,1,0.08,0,0,33,1,11,7,1,0,89.1,1
NC-07925,2024-01-29,Enterprise,Enterprise,311.41,Annual,1,3,3,0.25,1,3,8,5,20,6,0,0,24.7,1
NC-07926,2024-12-06,Small Business,Starter,30.5,Annual,0,24,2,0.17,0,1,14,2,21,4,0,0,70.3,0
NC-07927,2024-05-08,Enterprise,Business,142.36,Annual,1,5,9,0.75,1,3,8,1,2,9,0,1,14.8,0
NC-07928,2023-05-05,Enterprise,Enterprise,551.78,Annual,0,23,2,0.17,0,5,39,0,2,6,1,0,73.0,0
NC-07929,2024-08-03,Mid-Market,Growth,81.17,Annual,1,5,4,0.33,1,3,15,1,10,8,0,0,22.5,0
NC-07930,2024-07-02,Small Business,Starter,27.4,Annual,1,4,7,0.58,1,0,2,1,18,7,0,0,21.9,0
NC-07931,2024-01-03,Mid-Market,Growth,81.14,Monthly,0,25,1,0.08,0,0,17,1,17,4,0,0,80.2,1
NC-07932,2023-12-08,Mid-Market,Business,160.24,Annual,0,20,1,0.08,0,1,49,5,6,4,0,0,85.0,1
NC-07933,2024-11-29,Mid-Market,Business,140.66,Annual,0,17,1,0.08,0,0,12,1,11,4,0,0,70.8,1
NC-07934,2023-11-07,Small Business,Starter,28.83,Monthly,0,19,2,0.17,0,0,56,1,17,3,1,0,92.7,1
NC-07935,2024-02-15,Small Business,Starter,27.68,Monthly,1,3,5,0.42,1,0,13,0,21,10,0,0,36.5,0
NC-07936,2023-02-26,Small Business,Starter,33.21,Annual,0,18,1,0.08,1,1,43,2,15,5,0,1,67.2,1
NC-07937,2024-10-09,Mid-Market,Business,159.0,Monthly,0,22,2,0.17,0,1,12,1,10,5,0,1,73.4,1
NC-07938,2024-10-24,Mid-Market,Business,164.85,Annual,1,4,5,0.42,0,1,7,2,4,5,1,0,48.2,0
NC-07939,2023-04-03,Small Business,Starter,26.7,Monthly,1,3,6,0.5,1,0,7,0,13,8,0,0,23.5,0
NC-07940,2024-01-10,Mid-Market,Growth,71.47,Monthly,0,14,1,0.08,0,2,39,1,1,0,0,0,75.9,1
NC-07941,2024-07-01,Small Business,Starter,26.19,Monthly,0,18,2,0.17,0,1,43,4,15,2,1,0,83.9,1
NC-07942,2023-12-15,Mid-Market,Growth,73.22,Annual,0,14,2,0.17,0,0,23,0,24,6,0,0,76.0,1
NC-07943,2023-03-24,Enterprise,Business,151.32,Monthly,0,12,2,0.17,0,5,50,0,5,6,0,0,77.3,1
NC-07944,2024-04-15,Small Business,Starter,34.71,Annual,0,13,1,0.08,0,1,42,1,6,0,0,0,82.2,1
NC-07945,2023-10-24,Mid-Market,Growth,77.14,Annual,1,7,3,0.25,1,2,10,1,7,8,0,0,30.8,0
NC-07946,2024-10-25,Small Business,Growth,89.17,Annual,0,17,1,0.08,0,1,31,0,8,7,0,1,79.4,1
NC-07947,2023-07-27,Mid-Market,Business,131.53,Monthly,0,18,2,0.17,0,1,40,4,12,2,0,0,83.4,1
NC-07948,2023-06-30,Mid-Market,Business,167.07,Annual,0,14,1,0.08,0,3,2,0,15,6,2,0,72.9,1
NC-07949,2024-07-21,Enterprise,Enterprise,390.58,Annual,1,3,5,0.42,1,3,9,0,3,7,0,1,20.1,0
NC-07950,2023-02-10,Small Business,Starter,34.12,Annual,0,15,1,0.08,0,0,59,0,22,5,0,0,99.0,1
NC-07951,2024-01-29,Enterprise,Enterprise,328.11,Annual,0,16,1,0.08,1,3,46,1,9,5,0,0,68.1,0
NC-07952,2024-11-07,Small Business,Starter,34.48,Annual,0,11,1,0.08,0,0,44,0,11,4,2,0,92.4,1
NC-07953,2023-07-15,Mid-Market,Growth,74.02,Monthly,1,7,3,0.25,1,1,11,0,20,10,0,0,34.5,0
NC-07954,2023-11-03,Small Business,Growth,76.05,Annual,0,17,1,0.08,0,0,53,1,12,7,0,0,91.0,1
NC-07955,2024-12-13,Enterprise,Business,149.64,Monthly,0,18,1,0.08,0,2,32,2,8,7,1,0,73.6,1
NC-07956,2024-02-04,Mid-Market,Business,145.23,Monthly,0,21,1,0.08,0,0,49,2,14,4,0,0,89.7,1
NC-07957,2023-04-20,Mid-Market,Business,156.7,Monthly,0,21,2,0.17,0,3,41,1,16,4,0,0,76.2,1
NC-07958,2024-10-07,Enterprise,Enterprise,787.4,Annual,0,15,1,0.08,0,6,35,0,3,5,1,1,74.8,1
NC-07959,2024-12-06,Small Business,Starter,31.06,Monthly,1,6,6,0.5,1,1,14,4,1,9,0,0,22.3,0
NC-07960,2024-01-03,Small Business,Starter,32.21,Monthly,0,20,2,0.17,0,0,24,0,18,5,0,0,80.5,1
NC-07961,2024-05-13,Enterprise,Business,133.52,Annual,1,5,8,0.67,0,4,4,0,13,7,1,0,33.4,0
NC-07962,2023-03-28,Small Business,Growth,82.56,Monthly,0,22,2,0.17,0,0,0,0,12,4,0,0,72.5,1
NC-07963,2024-10-09,Small Business,Starter,29.54,Annual,1,6,6,0.5,1,0,3,2,5,8,0,0,26.0,0
NC-07964,2024-03-24,Mid-Market,Business,165.43,Monthly,0,20,1,0.08,0,0,28,0,7,4,0,0,82.3,1
NC-07965,2023-07-14,Mid-Market,Growth,77.76,Annual,0,23,2,0.17,1,0,34,0,6,3,3,0,70.4,1
NC-07966,2023-05-24,Small Business,Starter,31.79,Monthly,0,18,1,0.08,1,0,41,0,9,3,1,0,75.1,1
NC-07967,2023-02-06,Small Business,Starter,27.28,Monthly,0,18,3,0.25,0,0,48,1,4,3,0,1,87.1,1
NC-07968,2023-07-17,Small Business,Starter,27.59,Monthly,0,21,2,0.17,0,1,15,3,23,1,0,0,73.3,1
NC-07969,2023-01-26,Mid-Market,Business,145.04,Monthly,0,17,1,0.08,0,1,36,0,4,2,0,1,81.2,1
NC-07970,2024-08-30,Enterprise,Business,142.16,Annual,1,5,8,0.67,0,4,3,0,3,10,1,1,29.9,0
NC-07971,2023-09-02,Enterprise,Business,140.16,Annual,1,3,5,0.42,1,3,1,1,6,8,0,0,18.0,0
NC-07972,2024-05-15,Mid-Market,Business,131.99,Annual,1,1,5,0.42,1,1,9,0,11,8,0,1,30.6,0
NC-07973,2024-02-03,Small Business,Starter,33.37,Annual,1,6,10,0.83,1,0,8,4,5,6,0,1,14.0,0
NC-07974,2023-03-06,Enterprise,Enterprise,332.15,Monthly,0,11,2,0.17,0,5,42,3,11,0,1,0,77.7,1
NC-07975,2024-07-07,Mid-Market,Business,165.49,Monthly,1,3,8,0.67,1,1,10,0,8,8,3,0,22.7,0
NC-07976,2024-10-20,Small Business,Starter,26.25,Annual,0,21,3,0.25,0,0,27,3,14,5,0,0,79.1,1
NC-07977,2023-11-12,Enterprise,Business,132.61,Monthly,1,6,4,0.33,1,4,13,0,18,8,0,0,27.2,0
NC-07978,2024-05-26,Mid-Market,Growth,81.26,Monthly,0,22,2,0.17,0,0,21,0,20,4,0,0,79.0,1
NC-07979,2024-06-30,Mid-Market,Growth,80.05,Monthly,1,1,5,0.42,1,2,2,0,24,5,2,0,28.4,1
NC-07980,2024-04-05,Mid-Market,Growth,79.82,Annual,0,19,4,0.33,0,0,40,0,1,7,0,0,82.1,1
NC-07981,2023-01-17,Small Business,Starter,30.75,Monthly,1,4,8,0.67,1,0,9,2,10,9,0,0,22.6,0
NC-07982,2023-02-07,Small Business,Growth,75.74,Monthly,0,21,2,0.17,0,0,22,0,19,7,0,0,79.7,1
NC-07983,2023-12-14,Mid-Market,Growth,83.26,Monthly,1,7,8,0.67,1,0,3,0,7,4,0,0,16.0,0
NC-07984,2023-02-27,Small Business,Starter,30.02,Monthly,0,12,1,0.08,0,0,40,2,13,5,0,0,85.8,1
NC-07985,2023-12-12,Mid-Market,Growth,76.69,Monthly,0,18,3,0.25,0,2,38,0,16,6,0,0,71.3,1
NC-07986,2023-02-13,Mid-Market,Business,163.06,Monthly,1,6,4,0.33,1,1,2,0,18,8,0,0,25.2,0
NC-07987,2024-02-20,Mid-Market,Business,159.11,Annual,1,4,6,0.5,1,1,4,1,23,7,0,1,21.1,0
NC-07988,2023-05-02,Mid-Market,Growth,77.87,Monthly,0,24,1,0.08,1,1,21,0,6,5,0,1,63.0,1
NC-07989,2023-08-05,Mid-Market,Business,163.9,Monthly,1,4,7,0.58,0,1,0,1,7,8,0,0,35.5,1
NC-07990,2024-10-31,Enterprise,Business,166.81,Annual,0,16,3,0.25,0,4,55,1,24,5,0,1,74.8,0
NC-07991,2024-11-14,Mid-Market,Growth,80.74,Monthly,1,2,6,0.5,1,1,9,0,22,5,0,1,19.9,0
NC-07992,2024-06-19,Small Business,Starter,27.15,Annual,0,18,2,0.17,0,0,52,0,16,7,0,0,89.3,1
NC-07993,2024-04-14,Small Business,Starter,34.16,Monthly,0,5,1,0.08,0,0,30,0,6,7,1,0,80.7,1
NC-07994,2024-11-25,Small Business,Starter,26.89,Monthly,0,17,2,0.17,0,0,20,1,11,5,0,0,75.5,1
NC-07995,2024-07-03,Small Business,Starter,25.48,Monthly,1,7,5,0.42,1,0,3,0,7,8,0,0,25.0,0
NC-07996,2023-06-02,Small Business,Starter,28.27,Monthly,0,12,3,0.25,0,0,21,0,18,2,2,0,78.7,1
NC-07997,2024-08-16,Small Business,Starter,32.27,Annual,0,11,2,0.17,0,0,27,3,3,4,0,1,73.2,0
NC-07998,2023-08-27,Mid-Market,Growth,88.47,Monthly,0,22,1,0.08,0,0,11,4,17,1,0,0,78.8,1
NC-07999,2023-03-15,Enterprise,Business,155.49,Annual,0,23,2,0.17,0,1,29,5,24,10,0,1,75.6,0
NC-08000,2023-02-07,Small Business,Growth,89.04,Monthly,0,12,4,0.33,0,0,26,1,16,5,0,0,75.7,0
NC-08001,2023-05-25,Mid-Market,Growth,71.85,Annual,0,24,2,0.17,0,1,48,0,19,6,1,0,81.5,1
NC-08002,2024-05-15,Mid-Market,Business,132.43,Annual,0,19,3,0.25,0,1,43,2,19,4,0,0,82.1,1
NC-08003,2024-10-31,Small Business,Starter,31.04,Monthly,1,7,4,0.33,1,0,6,4,11,3,0,0,31.3,0
NC-08004,2023-01-20,Enterprise,Enterprise,783.06,Annual,1,3,6,0.5,1,4,10,0,1,6,0,1,12.6,0
NC-08005,2024-04-27,Mid-Market,Growth,80.05,Annual,0,23,1,0.08,0,2,18,0,22,2,0,0,65.8,0
NC-08006,2024-09-25,Small Business,Starter,25.52,Monthly,1,4,4,0.33,1,0,1,1,14,7,0,0,35.4,0
NC-08007,2023-02-16,Mid-Market,Business,138.85,Annual,0,16,2,0.17,0,0,33,0,19,3,0,1,82.4,1
NC-08008,2023-09-06,Small Business,Starter,27.45,Monthly,0,19,1,0.08,0,0,36,1,11,6,2,0,90.6,1
NC-08009,2024-12-19,Mid-Market,Growth,76.76,Annual,1,4,3,0.25,1,1,7,1,20,6,1,1,32.8,1
NC-08010,2024-10-26,Small Business,Starter,25.44,Monthly,1,1,7,0.58,1,0,14,0,17,7,0,0,28.5,1
NC-08011,2023-05-14,Enterprise,Enterprise,752.45,Annual,0,18,1,0.08,0,4,45,2,2,3,0,1,80.9,1
NC-08012,2023-01-15,Mid-Market,Growth,80.31,Monthly,0,16,1,0.08,0,0,50,0,17,6,1,1,91.3,1
NC-08013,2023-06-26,Mid-Market,Business,156.84,Monthly,1,3,2,0.17,1,0,5,0,6,8,0,0,39.4,0
NC-08014,2024-10-09,Small Business,Starter,25.67,Monthly,1,7,3,0.25,0,0,9,2,16,6,2,1,51.3,1
NC-08015,2023-02-21,Mid-Market,Business,132.16,Monthly,0,27,2,0.17,0,1,19,1,9,4,0,0,77.9,0
NC-08016,2023-11-11,Mid-Market,Growth,81.73,Annual,1,3,5,0.42,1,1,4,1,9,6,0,0,30.3,0
NC-08017,2023-04-10,Mid-Market,Growth,87.75,Annual,0,18,2,0.17,0,1,39,0,23,7,0,0,76.9,1
NC-08018,2024-04-12,Mid-Market,Business,151.14,Monthly,0,16,1,0.08,0,0,21,2,10,3,1,0,78.5,1
NC-08019,2024-09-17,Mid-Market,Business,165.11,Monthly,1,9,5,0.42,1,3,4,2,10,8,0,1,24.4,0
NC-08020,2023-06-24,Enterprise,Business,162.44,Annual,1,5,6,0.5,0,3,10,0,6,7,0,0,34.7,0
NC-08021,2024-08-28,Mid-Market,Growth,71.52,Annual,1,6,5,0.42,1,1,4,5,1,6,1,0,27.5,0
NC-08022,2023-03-07,Enterprise,Enterprise,400.98,Monthly,1,7,7,0.58,1,2,12,0,3,9,0,0,16.0,0
NC-08023,2023-04-19,Mid-Market,Business,156.31,Monthly,0,18,1,0.08,0,1,31,1,7,4,0,0,79.0,1
NC-08024,2023-04-27,Mid-Market,Growth,78.87,Annual,0,17,2,0.17,0,1,32,1,21,1,0,0,80.2,1
NC-08025,2024-05-24,Small Business,Starter,27.91,Monthly,0,24,3,0.25,0,0,38,1,9,4,1,1,78.3,1
NC-08026,2024-09-01,Mid-Market,Business,146.75,Annual,0,21,1,0.08,0,0,32,1,14,3,0,1,84.6,1
NC-08027,2024-09-22,Mid-Market,Growth,78.9,Annual,1,3,6,0.5,1,1,9,1,15,10,0,0,25.1,0
NC-08028,2023-08-14,Small Business,Starter,34.11,Annual,1,3,6,0.5,1,0,3,2,23,8,0,0,25.4,0
NC-08029,2023-03-06,Mid-Market,Growth,72.07,Monthly,1,4,7,0.58,0,2,0,3,19,9,1,0,36.6,0
NC-08030,2023-07-27,Mid-Market,Business,141.19,Annual,0,22,2,0.17,0,2,13,2,10,1,0,0,65.2,1
NC-08031,2024-03-12,Small Business,Growth,80.75,Annual,0,23,3,0.25,0,0,28,2,16,7,0,1,76.8,1
NC-08032,2023-12-12,Mid-Market,Business,157.93,Monthly,1,9,10,0.83,1,3,10,0,1,7,1,0,10.3,0
NC-08033,2024-11-25,Small Business,Starter,31.31,Annual,0,15,2,0.17,0,0,67,0,7,2,0,0,90.8,1
NC-08034,2024-02-16,Small Business,Starter,34.42,Monthly,0,18,2,0.17,1,0,26,0,11,5,0,0,68.0,1
NC-08035,2023-11-29,Mid-Market,Growth,85.91,Monthly,0,16,2,0.17,0,1,25,3,24,3,1,0,74.4,1
NC-08036,2023-05-04,Small Business,Starter,30.57,Annual,0,17,1,0.08,0,1,40,2,15,3,0,1,84.9,1
NC-08037,2024-12-01,Small Business,Starter,27.15,Monthly,1,6,3,0.25,0,0,9,0,13,9,0,0,52.6,0
NC-08038,2024-08-12,Enterprise,Enterprise,525.44,Annual,1,4,3,0.25,0,3,9,2,19,5,2,1,46.5,0
NC-08039,2024-07-12,Small Business,Starter,31.93,Monthly,1,7,6,0.5,1,1,6,0,11,6,0,0,24.4,1
NC-08040,2023-05-21,Enterprise,Enterprise,718.98,Annual,1,3,5,0.42,1,3,0,1,13,8,0,0,14.9,0
NC-08041,2023-11-26,Enterprise,Business,168.39,Annual,0,20,3,0.25,0,3,37,1,8,5,2,1,76.0,1
NC-08042,2023-08-07,Small Business,Starter,31.05,Monthly,0,16,1,0.08,1,0,34,0,22,1,2,0,71.4,1
NC-08043,2023-02-16,Small Business,Growth,80.54,Monthly,0,10,2,0.17,0,0,11,1,10,5,0,0,77.3,1
NC-08044,2024-08-30,Mid-Market,Growth,70.35,Monthly,1,2,6,0.5,1,1,10,1,16,8,0,0,22.1,1
NC-08045,2023-06-27,Mid-Market,Business,132.88,Annual,1,5,7,0.58,1,0,11,1,17,6,0,0,31.4,0
NC-08046,2023-12-10,Small Business,Starter,26.56,Monthly,0,25,2,0.17,0,0,43,3,17,0,0,0,88.3,1
NC-08047,2023-03-06,Mid-Market,Business,132.19,Annual,0,16,2,0.17,0,1,28,1,13,2,0,0,74.7,0
NC-08048,2023-05-04,Small Business,Starter,29.01,Monthly,0,17,2,0.17,0,1,38,2,13,6,0,0,77.6,1
NC-08049,2023-10-08,Enterprise,Enterprise,468.44,Annual,0,19,2,0.17,0,4,21,2,15,4,0,1,66.0,0
NC-08050,2023-05-25,Small Business,Starter,31.37,Annual,0,15,1,0.08,0,0,14,0,12,2,0,0,77.6,1
NC-08051,2024-03-01,Small Business,Starter,30.36,Monthly,0,16,4,0.33,0,1,33,0,11,6,0,1,73.7,1
NC-08052,2023-06-22,Small Business,Starter,30.96,Monthly,0,18,2,0.17,0,0,12,1,1,3,0,0,75.5,1
NC-08053,2024-12-14,Enterprise,Business,148.88,Annual,0,16,2,0.17,0,1,32,1,3,6,1,0,79.3,1
NC-08054,2024-01-14,Mid-Market,Business,141.11,Monthly,0,10,1,0.08,0,2,34,3,18,4,2,0,78.4,1
NC-08055,2024-07-20,Mid-Market,Business,168.11,Monthly,1,3,5,0.42,0,1,3,1,12,5,0,0,39.9,1
NC-08056,2023-06-18,Mid-Market,Growth,71.73,Monthly,1,6,9,0.75,1,1,17,2,1,8,1,0,21.1,0
NC-08057,2024-03-25,Small Business,Starter,34.39,Monthly,1,6,1,0.08,1,1,5,3,22,7,0,0,43.7,0
NC-08058,2023-09-07,Small Business,Starter,28.11,Monthly,1,7,6,0.5,0,0,9,2,20,8,2,0,42.6,0
NC-08059,2024-08-18,Mid-Market,Business,150.51,Annual,1,7,5,0.42,1,2,7,0,2,6,1,0,30.9,0
NC-08060,2023-02-11,Mid-Market,Business,134.35,Monthly,0,14,2,0.17,0,2,49,0,21,2,0,0,77.6,1
NC-08061,2023-05-17,Mid-Market,Growth,71.42,Annual,0,15,2,0.17,0,1,29,2,18,6,0,0,72.9,1
NC-08062,2023-04-13,Small Business,Growth,78.59,Annual,0,15,3,0.25,0,0,15,1,1,5,0,0,71.8,1
NC-08063,2024-10-09,Enterprise,Enterprise,670.85,Annual,1,4,6,0.5,1,5,10,1,3,7,1,1,24.0,0
NC-08064,2024-09-19,Small Business,Starter,27.69,Monthly,1,3,5,0.42,0,0,0,4,10,7,0,1,45.9,1
NC-08065,2024-01-21,Enterprise,Enterprise,581.17,Annual,1,4,7,0.58,1,5,3,1,16,6,0,0,14.7,0
NC-08066,2023-06-11,Small Business,Growth,75.57,Monthly,0,14,3,0.25,0,0,27,0,15,5,0,1,77.4,1
NC-08067,2023-01-17,Mid-Market,Growth,77.77,Annual,0,21,2,0.17,0,0,27,0,3,6,0,0,81.6,1
NC-08068,2024-05-13,Small Business,Starter,34.06,Monthly,1,3,8,0.67,1,0,6,0,13,10,0,0,23.1,0
NC-08069,2023-03-24,Mid-Market,Business,164.23,Annual,0,14,1,0.08,0,3,28,1,24,4,3,0,77.9,1
NC-08070,2023-01-07,Mid-Market,Growth,80.32,Annual,0,20,2,0.17,0,0,36,0,7,6,0,0,78.0,0
NC-08071,2023-01-08,Mid-Market,Growth,74.76,Annual,1,6,8,0.67,0,2,4,5,11,8,1,0,27.2,0
NC-08072,2023-07-03,Mid-Market,Growth,73.86,Monthly,1,4,7,0.58,1,1,10,0,3,8,0,0,22.1,1
NC-08073,2023-04-02,Mid-Market,Business,168.16,Annual,0,21,1,0.08,0,0,22,0,3,3,0,0,75.2,0
NC-08074,2024-12-24,Mid-Market,Business,138.11,Monthly,0,21,2,0.17,0,0,15,2,23,2,3,0,77.3,1
NC-08075,2024-10-29,Enterprise,Business,162.33,Annual,1,8,8,0.67,0,3,2,4,15,6,0,0,27.0,0
NC-08076,2024-08-30,Small Business,Growth,77.38,Monthly,1,6,8,0.67,1,0,5,1,2,7,0,0,23.6,1
NC-08077,2023-10-18,Mid-Market,Business,169.43,Annual,0,24,1,0.08,0,1,49,0,7,3,1,0,87.3,1
NC-08078,2024-03-02,Mid-Market,Business,144.73,Annual,1,5,6,0.5,1,0,7,0,2,5,2,0,30.2,0
NC-08079,2024-12-11,Small Business,Starter,28.52,Monthly,0,23,1,0.08,0,0,28,3,18,5,0,0,83.7,1
NC-08080,2024-05-02,Mid-Market,Growth,82.75,Annual,1,7,5,0.42,1,0,7,0,3,6,0,1,28.0,0
NC-08081,2024-12-09,Small Business,Starter,34.62,Monthly,1,4,8,0.67,1,1,1,0,23,8,0,1,13.1,0
NC-08082,2023-05-10,Small Business,Starter,34.76,Monthly,1,3,5,0.42,1,0,0,0,23,6,0,1,27.0,1
NC-08083,2023-07-31,Small Business,Starter,32.07,Annual,0,15,1,0.08,0,0,20,1,18,2,0,1,78.3,0
NC-08084,2023-05-27,Small Business,Growth,85.09,Monthly,0,19,1,0.08,0,1,19,4,18,2,0,1,72.7,1
NC-08085,2024-10-17,Mid-Market,Growth,81.27,Annual,0,13,1,0.08,0,1,70,1,19,4,0,0,93.4,1
NC-08086,2023-10-05,Mid-Market,Business,160.23,Annual,0,16,1,0.08,0,1,63,1,8,4,1,1,91.9,1
NC-08087,2024-06-19,Enterprise,Business,164.39,Annual,0,22,1,0.08,0,4,63,0,18,2,0,1,78.8,1
NC-08088,2024-04-06,Mid-Market,Growth,79.72,Annual,0,20,1,0.08,0,2,16,1,12,3,2,0,75.4,1
NC-08089,2024-02-26,Small Business,Starter,31.2,Monthly,1,1,4,0.33,1,0,16,1,12,8,0,0,34.5,0
NC-08090,2023-09-02,Enterprise,Enterprise,568.66,Monthly,0,12,1,0.08,0,6,24,0,4,5,0,0,73.6,1
NC-08091,2023-06-28,Enterprise,Enterprise,581.24,Monthly,0,26,2,0.17,0,3,59,0,22,3,1,0,85.9,1
NC-08092,2024-09-17,Mid-Market,Business,165.6,Annual,0,22,1,0.08,0,0,41,1,11,7,1,0,83.0,1
NC-08093,2024-12-09,Mid-Market,Business,144.22,Monthly,0,15,1,0.08,0,3,20,3,13,0,0,1,69.4,0
NC-08094,2023-02-08,Enterprise,Enterprise,404.09,Monthly,0,12,1,0.08,0,3,59,1,15,2,0,0,79.6,1
NC-08095,2024-09-02,Mid-Market,Business,148.25,Monthly,0,13,3,0.25,0,2,59,0,21,2,0,0,74.1,1
NC-08096,2023-07-04,Enterprise,Business,138.32,Annual,0,20,1,0.08,0,5,19,0,10,6,0,0,73.8,0
NC-08097,2024-05-26,Small Business,Starter,29.98,Monthly,0,25,1,0.08,0,1,39,2,3,5,1,0,83.7,1
NC-08098,2024-09-18,Small Business,Starter,34.04,Monthly,1,8,5,0.42,1,0,0,2,10,10,2,0,32.1,0
NC-08099,2023-04-01,Mid-Market,Business,154.7,Annual,0,11,1,0.08,0,2,29,3,19,5,2,0,76.9,0
NC-08100,2024-10-04,Mid-Market,Business,164.22,Annual,0,16,2,0.17,0,0,29,5,8,4,0,0,79.8,0
NC-08101,2023-11-05,Mid-Market,Growth,73.32,Annual,0,14,2,0.17,1,1,28,0,4,8,0,0,61.2,1
NC-08102,2023-12-23,Enterprise,Enterprise,750.44,Annual,0,18,2,0.17,0,2,59,0,15,2,0,0,81.3,1
NC-08103,2024-03-04,Mid-Market,Business,154.07,Annual,0,12,4,0.33,0,2,14,0,19,2,1,1,65.0,0
NC-08104,2023-01-05,Small Business,Growth,70.64,Monthly,0,15,1,0.08,0,0,31,1,4,1,0,0,91.5,1
NC-08105,2024-07-25,Mid-Market,Growth,82.66,Monthly,1,3,3,0.25,1,1,11,0,19,8,1,0,32.0,0
NC-08106,2023-08-30,Mid-Market,Business,168.06,Monthly,1,6,7,0.58,1,0,1,0,5,7,0,0,22.3,0
NC-08107,2023-07-16,Small Business,Starter,25.79,Monthly,0,15,1,0.08,0,0,21,2,9,4,0,0,84.2,1
NC-08108,2023-05-01,Mid-Market,Business,153.3,Annual,0,16,1,0.08,0,0,51,0,12,4,0,0,89.4,1
NC-08109,2024-06-26,Mid-Market,Growth,88.31,Monthly,1,6,5,0.42,0,1,14,2,23,7,3,0,43.0,0
NC-08110,2023-04-08,Mid-Market,Growth,70.19,Monthly,1,8,4,0.33,1,0,5,0,18,5,0,0,31.2,0
NC-08111,2024-09-25,Mid-Market,Growth,82.62,Annual,1,9,9,0.75,1,1,12,0,6,9,0,0,11.8,0
NC-08112,2024-01-06,Small Business,Starter,29.75,Monthly,0,19,4,0.33,0,0,58,2,6,3,1,1,84.6,0
NC-08113,2024-07-06,Enterprise,Business,143.88,Annual,0,17,1,0.08,0,4,28,2,19,5,0,0,73.4,0
NC-08114,2024-06-03,Mid-Market,Growth,82.55,Monthly,1,7,3,0.25,1,0,11,0,5,6,0,0,34.2,0
NC-08115,2023-08-13,Mid-Market,Business,132.11,Annual,0,22,1,0.08,0,3,28,1,5,3,0,1,73.4,0
NC-08116,2024-04-20,Small Business,Starter,32.53,Monthly,1,6,4,0.33,1,1,1,0,22,7,0,1,25.8,1
NC-08117,2024-10-03,Mid-Market,Growth,70.09,Annual,0,11,1,0.08,0,1,35,1,5,4,0,0,84.2,1
NC-08118,2024-11-06,Small Business,Starter,28.07,Monthly,1,7,5,0.42,1,0,6,2,17,8,1,0,32.6,0
NC-08119,2023-08-02,Small Business,Starter,30.04,Monthly,0,19,1,0.08,0,0,21,0,20,3,2,0,82.0,1
NC-08120,2023-10-11,Mid-Market,Business,145.08,Monthly,1,3,3,0.25,1,0,6,1,14,6,0,0,31.5,0
NC-08121,2023-02-24,Small Business,Starter,28.07,Monthly,0,15,1,0.08,1,1,31,1,16,3,0,0,62.2,0
NC-08122,2023-07-18,Mid-Market,Business,163.23,Monthly,0,20,3,0.25,0,1,39,1,22,3,0,0,78.0,1
NC-08123,2023-04-26,Small Business,Starter,34.35,Monthly,1,1,5,0.42,1,0,13,1,13,8,0,1,32.5,0
NC-08124,2023-06-02,Mid-Market,Business,164.95,Annual,1,4,5,0.42,1,2,13,0,9,9,2,1,30.3,0
NC-08125,2024-12-02,Small Business,Starter,30.22,Monthly,1,3,2,0.17,1,0,7,0,14,8,0,1,38.5,1
NC-08126,2024-04-30,Small Business,Starter,33.84,Annual,0,14,1,0.08,0,0,26,0,13,4,0,1,83.9,1
NC-08127,2024-05-24,Small Business,Starter,34.21,Monthly,1,4,7,0.58,1,0,14,4,15,10,2,0,28.2,0
NC-08128,2023-06-30,Enterprise,Enterprise,504.62,Monthly,0,12,2,0.17,0,3,33,0,1,3,0,1,70.9,1
